TX-24	/home/qiaosir/projects/compute_vit/KIMI_ROUND2_REPORT.md	/home/qiaosir/projects/compute_vit/report_md/_gpt/archive/coordination_20260417/KIMI_ROUND2_REPORT.md	7263	root-level coordination/history markdown archived per tidy dispatch
TX-24	/home/qiaosir/projects/compute_vit/MEASURED_DATA_REQUEST_DOCTOR_FRIENDLY.md	/home/qiaosir/projects/compute_vit/report_md/_gpt/archive/coordination_20260417/MEASURED_DATA_REQUEST_DOCTOR_FRIENDLY.md	8457	root-level coordination/history markdown archived per tidy dispatch
TX-24	/home/qiaosir/projects/compute_vit/MEASURED_DATA_REQUEST_PRIORITY_TABLE.md	/home/qiaosir/projects/compute_vit/report_md/_gpt/archive/coordination_20260417/MEASURED_DATA_REQUEST_PRIORITY_TABLE.md	9229	root-level coordination/history markdown archived per tidy dispatch
TX-24	/home/qiaosir/projects/compute_vit/MEASURED_DATA_REQUIREMENTS.md	/home/qiaosir/projects/compute_vit/report_md/_gpt/archive/coordination_20260417/MEASURED_DATA_REQUIREMENTS.md	6970	root-level coordination/history markdown archived per tidy dispatch
TX-24	/home/qiaosir/projects/compute_vit/STATUS_REPORT_20260415.md	/home/qiaosir/projects/compute_vit/report_md/_gpt/archive/coordination_20260417/STATUS_REPORT_20260415.md	11288	root-level coordination/history markdown archived per tidy dispatch
TX-25	/home/qiaosir/projects/compute_vit/paper/仿真.tex	/home/qiaosir/projects/compute_vit/paper/archive_20260417/仿真.tex	15098	unreferenced Chinese LaTeX scratch moved; active referenced paper drafts kept in place
TX-26	/home/qiaosir/projects/compute_vit/logs/model_profiling_20260403_092017.log	/home/qiaosir/projects/compute_vit/logs/archive_pre_20260404/model_profiling_20260403_092017.log	26076	pre-2026-04-04 root log archived per tidy dispatch
TX-26	/home/qiaosir/projects/compute_vit/logs/physical_noise_pipeline_20260403_093730.log	/home/qiaosir/projects/compute_vit/logs/archive_pre_20260404/physical_noise_pipeline_20260403_093730.log	18992	pre-2026-04-04 root log archived per tidy dispatch
TX-26	/home/qiaosir/projects/compute_vit/logs/physical_noise_pipeline_20260403_093857.log	/home/qiaosir/projects/compute_vit/logs/archive_pre_20260404/physical_noise_pipeline_20260403_093857.log	1922	pre-2026-04-04 root log archived per tidy dispatch
TX-26	/home/qiaosir/projects/compute_vit/logs/plot_resnet18_20260403_201558.log	/home/qiaosir/projects/compute_vit/logs/archive_pre_20260404/plot_resnet18_20260403_201558.log	172	pre-2026-04-04 root log archived per tidy dispatch
TX-26	/home/qiaosir/projects/compute_vit/logs/run_a23_20260403_203036.log	/home/qiaosir/projects/compute_vit/logs/archive_pre_20260404/run_a23_20260403_203036.log	3735	pre-2026-04-04 root log archived per tidy dispatch
TX-26	/home/qiaosir/projects/compute_vit/logs/test_analog_layers_20260403_092209.log	/home/qiaosir/projects/compute_vit/logs/archive_pre_20260404/test_analog_layers_20260403_092209.log	3909	pre-2026-04-04 root log archived per tidy dispatch
TX-26	/home/qiaosir/projects/compute_vit/logs/test_analog_layers_20260403_093327.log	/home/qiaosir/projects/compute_vit/logs/archive_pre_20260404/test_analog_layers_20260403_093327.log	4893	pre-2026-04-04 root log archived per tidy dispatch
TX-26	/home/qiaosir/projects/compute_vit/logs/test_analog_layers_20260403_093553.log	/home/qiaosir/projects/compute_vit/logs/archive_pre_20260404/test_analog_layers_20260403_093553.log	4719	pre-2026-04-04 root log archived per tidy dispatch
TX-26	/home/qiaosir/projects/compute_vit/logs/test_analog_layers_20260403_095221.log	/home/qiaosir/projects/compute_vit/logs/archive_pre_20260404/test_analog_layers_20260403_095221.log	5043	pre-2026-04-04 root log archived per tidy dispatch
TX-26	/home/qiaosir/projects/compute_vit/logs/train_convnext_full_20260403_202645.log	/home/qiaosir/projects/compute_vit/logs/archive_pre_20260404/train_convnext_full_20260403_202645.log	0	pre-2026-04-04 root log archived per tidy dispatch
TX-26	/home/qiaosir/projects/compute_vit/logs/train_resnet18_full_20260403_095144.log	/home/qiaosir/projects/compute_vit/logs/archive_pre_20260404/train_resnet18_full_20260403_095144.log	10667	pre-2026-04-04 root log archived per tidy dispatch
TX-27	/home/qiaosir/projects/compute_vit/npj_submission_package	/home/qiaosir/projects/compute_vit/archive/historical_20260417/npj_submission_package	4096	historical NPJ package archived after confirming NC bundle exists
TX-27	/home/qiaosir/projects/compute_vit/paper_zh	/home/qiaosir/projects/compute_vit/archive/historical_20260417/paper_zh	4096	historical Chinese mirror archived alongside sync helper archival
TX-28	/home/qiaosir/projects/compute_vit/run_adc_nonideality_analysis.py	/home/qiaosir/projects/compute_vit/scripts/archive_20260417_versions/run_adc_nonideality_analysis.py	8549	version-redundant or one-shot helper archived after caller audit
TX-28	/home/qiaosir/projects/compute_vit/run_crosssim_comparison.py	/home/qiaosir/projects/compute_vit/scripts/archive_20260417_versions/run_crosssim_comparison.py	10521	version-redundant or one-shot helper archived after caller audit
TX-28	/home/qiaosir/projects/compute_vit/run_ensemble_hat_ablation.py	/home/qiaosir/projects/compute_vit/scripts/archive_20260417_versions/run_ensemble_hat_ablation.py	11040	version-redundant or one-shot helper archived after caller audit
TX-28	/home/qiaosir/projects/compute_vit/run_ir_drop_sensitivity.py	/home/qiaosir/projects/compute_vit/scripts/archive_20260417_versions/run_ir_drop_sensitivity.py	5983	version-redundant or one-shot helper archived after caller audit
TX-28	/home/qiaosir/projects/compute_vit/run_ir_drop_sensitivity_v2.py	/home/qiaosir/projects/compute_vit/scripts/archive_20260417_versions/run_ir_drop_sensitivity_v2.py	6838	version-redundant or one-shot helper archived after caller audit
TX-28	/home/qiaosir/projects/compute_vit/sync_zh.py	/home/qiaosir/projects/compute_vit/scripts/archive_20260417_versions/sync_zh.py	3961	version-redundant or one-shot helper archived after caller audit
TX-28	/home/qiaosir/projects/compute_vit/patch_fig11.py	/home/qiaosir/projects/compute_vit/scripts/archive_20260417_versions/patch_fig11.py	2425	version-redundant or one-shot helper archived after caller audit
TX-28	/home/qiaosir/projects/compute_vit/port_05.py	/home/qiaosir/projects/compute_vit/scripts/archive_20260417_versions/port_05.py	8911	version-redundant or one-shot helper archived after caller audit
TX-28	/home/qiaosir/projects/compute_vit/upgrade_plots.py	/home/qiaosir/projects/compute_vit/scripts/archive_20260417_versions/upgrade_plots.py	2210	version-redundant or one-shot helper archived after caller audit
