status	source_json	checkpoint	checkpoint_dir	layer_label	analog_layers	eval_c2c	eval_d2d	d2d_seed	ppl	has_commit	has_command	has_config	has_dataset	has_eval_protocol	has_checkpoint_sha256	missing_required_metadata
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last1_v2_seed42_c2c0.0_d2d0.02_seed789.json	410m_last1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last1_v2_seed42	last1_24l	23	0	0.02	789	18.7662	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last1_v2_seed42_c2c0.0_d2d0.05_seed1001.json	410m_last1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last1_v2_seed42	last1_24l	23	0	0.05	1001	18.982	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last1_v2_seed42_c2c0.0_d2d0.05_seed123.json	410m_last1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last1_v2_seed42	last1_24l	23	0	0.05	123	18.9177	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last1_v2_seed42_c2c0.0_d2d0.05_seed42.json	410m_last1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last1_v2_seed42	last1_24l	23	0	0.05	42	18.9998	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last1_v2_seed42_c2c0.0_d2d0.05_seed456.json	410m_last1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last1_v2_seed42	last1_24l	23	0	0.05	456	18.9929	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last1_v2_seed42_c2c0.0_d2d0.05_seed789.json	410m_last1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last1_v2_seed42	last1_24l	23	0	0.05	789	18.9239	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last1_v2_seed42_c2c0.0_d2d0.0_seed42.json	410m_last1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last1_v2_seed42	last1_24l	23	0	0	42	18.5795	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last4_v2_seed42_c2c0.01_d2d0.02_seed1001.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	last4_24l	20,21,22,23	0.01	0.02	1001	20.4966	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last4_v2_seed42_c2c0.01_d2d0.02_seed123.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	last4_24l	20,21,22,23	0.01	0.02	123	20.4156	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last4_v2_seed42_c2c0.01_d2d0.02_seed42.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	last4_24l	20,21,22,23	0.01	0.02	42	20.565	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last4_v2_seed42_c2c0.01_d2d0.02_seed456.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	last4_24l	20,21,22,23	0.01	0.02	456	20.5732	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last4_v2_seed42_c2c0.01_d2d0.02_seed789.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	last4_24l	20,21,22,23	0.01	0.02	789	20.5346	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last4_v2_seed42_c2c0.01_d2d0.0_seed42.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	last4_24l	20,21,22,23	0.01	0	42	19.7895	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last4_v2_seed42_c2c0.0_d2d0.02_seed1001.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	last4_24l	20,21,22,23	0	0.02	1001	20.3753	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last4_v2_seed42_c2c0.0_d2d0.02_seed123.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	last4_24l	20,21,22,23	0	0.02	123	20.2873	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last4_v2_seed42_c2c0.0_d2d0.02_seed42.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	last4_24l	20,21,22,23	0	0.02	42	20.4877	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last4_v2_seed42_c2c0.0_d2d0.02_seed456.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	last4_24l	20,21,22,23	0	0.02	456	20.455	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last4_v2_seed42_c2c0.0_d2d0.02_seed789.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	last4_24l	20,21,22,23	0	0.02	789	20.407	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last4_v2_seed42_c2c0.0_d2d0.05_seed1001.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	last4_24l	20,21,22,23	0	0.05	1001	21.5356	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last4_v2_seed42_c2c0.0_d2d0.05_seed123.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	last4_24l	20,21,22,23	0	0.05	123	21.4951	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last4_v2_seed42_c2c0.0_d2d0.05_seed42.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	last4_24l	20,21,22,23	0	0.05	42	21.6259	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last4_v2_seed42_c2c0.0_d2d0.05_seed456.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	last4_24l	20,21,22,23	0	0.05	456	21.4806	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last4_v2_seed42_c2c0.0_d2d0.05_seed789.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	last4_24l	20,21,22,23	0	0.05	789	21.5376	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_410m_last4_v2_seed42_c2c0.0_d2d0.0_seed42.json	410m_last4_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/410m_last4_v2_seed42	last4_24l	20,21,22,23	0	0	42	19.0635	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerall_v2_seed42_c2c0.01_d2d0.02_seed1001.json	combined_layerall_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerall_v2_seed42	all24	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	0.01	0.02	1001	27.1127	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerall_v2_seed42_c2c0.01_d2d0.02_seed123.json	combined_layerall_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerall_v2_seed42	all24	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	0.01	0.02	123	27.0382	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerall_v2_seed42_c2c0.01_d2d0.02_seed42.json	combined_layerall_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerall_v2_seed42	all24	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	0.01	0.02	42	27.06	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerall_v2_seed42_c2c0.01_d2d0.02_seed456.json	combined_layerall_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerall_v2_seed42	all24	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	0.01	0.02	456	27.1441	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerall_v2_seed42_c2c0.01_d2d0.02_seed789.json	combined_layerall_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerall_v2_seed42	all24	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	0.01	0.02	789	26.8048	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerall_v2_seed42_c2c0.01_d2d0.0_seed42.json	combined_layerall_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerall_v2_seed42	all24	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	0.01	0	42	22.5043	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerall_v2_seed42_c2c0.0_d2d0.02_seed1001.json	combined_layerall_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerall_v2_seed42	all24	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	0	0.02	1001	26.0596	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerall_v2_seed42_c2c0.0_d2d0.02_seed123.json	combined_layerall_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerall_v2_seed42	all24	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	0	0.02	123	25.9773	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerall_v2_seed42_c2c0.0_d2d0.02_seed42.json	combined_layerall_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerall_v2_seed42	all24	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	0	0.02	42	25.9762	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerall_v2_seed42_c2c0.0_d2d0.02_seed456.json	combined_layerall_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerall_v2_seed42	all24	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	0	0.02	456	26.1822	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerall_v2_seed42_c2c0.0_d2d0.02_seed789.json	combined_layerall_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerall_v2_seed42	all24	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	0	0.02	789	25.7311	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerall_v2_seed42_c2c0.0_d2d0.05_seed1001.json	combined_layerall_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerall_v2_seed42	all24	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	0	0.05	1001	60.2319	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerall_v2_seed42_c2c0.0_d2d0.05_seed123.json	combined_layerall_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerall_v2_seed42	all24	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	0	0.05	123	58.416	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerall_v2_seed42_c2c0.0_d2d0.05_seed42.json	combined_layerall_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerall_v2_seed42	all24	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	0	0.05	42	59.4109	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerall_v2_seed42_c2c0.0_d2d0.05_seed456.json	combined_layerall_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerall_v2_seed42	all24	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	0	0.05	456	60.9145	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerall_v2_seed42_c2c0.0_d2d0.05_seed789.json	combined_layerall_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerall_v2_seed42	all24	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	0	0.05	789	56.3014	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerall_v2_seed42_c2c0.0_d2d0.0_seed42.json	combined_layerall_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerall_v2_seed42	all24	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23	0	0	42	20.7939	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerlast1_v2_seed42_c2c0.01_d2d0.02_seed1001.json	combined_layerlast1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast1_v2_seed42	last1_24l	23	0.01	0.02	1001	18.8099	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerlast1_v2_seed42_c2c0.01_d2d0.02_seed123.json	combined_layerlast1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast1_v2_seed42	last1_24l	23	0.01	0.02	123	18.7808	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerlast1_v2_seed42_c2c0.01_d2d0.02_seed42.json	combined_layerlast1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast1_v2_seed42	last1_24l	23	0.01	0.02	42	18.8162	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerlast1_v2_seed42_c2c0.01_d2d0.02_seed456.json	combined_layerlast1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast1_v2_seed42	last1_24l	23	0.01	0.02	456	18.8159	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerlast1_v2_seed42_c2c0.01_d2d0.02_seed789.json	combined_layerlast1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast1_v2_seed42	last1_24l	23	0.01	0.02	789	18.7946	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerlast1_v2_seed42_c2c0.01_d2d0.0_seed42.json	combined_layerlast1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast1_v2_seed42	last1_24l	23	0.01	0	42	18.6749	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerlast1_v2_seed42_c2c0.0_d2d0.02_seed1001.json	combined_layerlast1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast1_v2_seed42	last1_24l	23	0	0.02	1001	18.789	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerlast1_v2_seed42_c2c0.0_d2d0.02_seed123.json	combined_layerlast1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast1_v2_seed42	last1_24l	23	0	0.02	123	18.7448	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerlast1_v2_seed42_c2c0.0_d2d0.02_seed42.json	combined_layerlast1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast1_v2_seed42	last1_24l	23	0	0.02	42	18.8061	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerlast1_v2_seed42_c2c0.0_d2d0.02_seed456.json	combined_layerlast1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast1_v2_seed42	last1_24l	23	0	0.02	456	18.8009	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerlast1_v2_seed42_c2c0.0_d2d0.02_seed789.json	combined_layerlast1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast1_v2_seed42	last1_24l	23	0	0.02	789	18.7662	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerlast1_v2_seed42_c2c0.0_d2d0.05_seed1001.json	combined_layerlast1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast1_v2_seed42	last1_24l	23	0	0.05	1001	18.982	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerlast1_v2_seed42_c2c0.0_d2d0.05_seed123.json	combined_layerlast1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast1_v2_seed42	last1_24l	23	0	0.05	123	18.9177	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerlast1_v2_seed42_c2c0.0_d2d0.05_seed42.json	combined_layerlast1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast1_v2_seed42	last1_24l	23	0	0.05	42	18.9998	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerlast1_v2_seed42_c2c0.0_d2d0.05_seed456.json	combined_layerlast1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast1_v2_seed42	last1_24l	23	0	0.05	456	18.9929	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerlast1_v2_seed42_c2c0.0_d2d0.05_seed789.json	combined_layerlast1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast1_v2_seed42	last1_24l	23	0	0.05	789	18.9239	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
fail_missing_required_metadata	remote_reviews/107/results/paper2/eval_combined_layerlast1_v2_seed42_c2c0.0_d2d0.0_seed42.json	combined_layerlast1_v2_seed42	/home/lisq753/projects/HAT_kv107/paper2/results/remote107/checkpoints/combined_layerlast1_v2_seed42	last1_24l	23	0	0	42	18.5795	0	0	0	0	0	0	checkpoint_sha256,command,commit,config,dataset,eval_protocol
